0,0,0,0,0,0,0,-3,-3,0,-3,-3,0,-3,-5,-2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,0,1,1,3,2,2,3,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,2,2,2,2,3,2,0,-1,-1,0,0,0,0,0,0,0,1,2,2,3,2,1,1,0,0,2,2,1,3,3,1,-1,-1,2,3,1,2,3,1,2,2,1,2,2,2,2,2,5,4,2,5,5,4,4,3,-2,-2,2,2,3,2,1,2,7,7,2,4,6,5,3,3,-1,-1,3,4,6,4,3,3,9,9,1,2,3,2,2,2,4,3,1,2,2,3,3,1,3,4,2,4,6,5,3,2,6,5,2,3,1,3,3,0,5,6,2,1,2,3,1,2,7,6,2,4,6,5,3,3,10,10,3,3,5,5,4,2,4,4,1,1,2,3,3,2,-4,-3,2,2,3,2,1,1,7,7,0,2,3,2,2,2,-5,-6,0,0,0,0,0,0,-2,-2,2,3,1,2,3,1,3,2,-3,-5,-4,-4,-5,-3,3,4,0,0,0,0,0,0,4,4,-2,-4,-3,-4,-4,-2,-6,-6,-2,-1,-2,-3,-2,-2,8,10,2,1,2,3,2,2,1,0,0,0,0,0,0,0,3,3,-2,-3,-2,-2,-2,-1,-6,-7,-3,-4,-5,-5,-4,-2,-6,-6,-1,-6,-11,-13,-15,-11,-16,-14,-1,-2,-3,-1,-2,-2,1,0,-3,-5,-5,-4,-4,-3,3,4,0,0,0,0,0,0,-6,-6,0,0,0,0,0,0,-8,-8,0,-2,-3,-2,-2,-2,-5,-5,-3,-4,-4,-5,-5,-3,1,2,1,3,2,3,3,0,-2,-2,0,0,-1,-1,0,0,-1,-4,-9,-9,-6,-3,0,3,6,2,-3,-4,-3,-3,-3,-3,-2,0,3,3,0,-3,-6,-6,-10,-5,4,2,-2,-6,-7,-6,0,3,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,2,7,5,0,-7,-12,-12,0,5,1,1,2,2,0,0,1,-6,-15,-14,-8,3,12,12,2,-7,-9,-9,-9,-6,-1,0,2,2,0,0,0,0,0,0,4,4,-3,-6,-3,-3,-6,-3,-1,-3,-3,-3,-5,-6,-4,-3,0,2,0,0
0,0,0,0,0,0,0,-3,-3,0,-3,-3,0,-3,-4,-1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,1,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,1,0,0,1,2,2,3,3,1,-1,-1,3,3,0,3,3,0,3,3,0,2,3,1,2,3,4,3,3,6,5,3,4,3,-2,-1,2,2,3,3,1,1,7,7,1,3,6,6,3,3,1,-1,3,4,5,4,4,3,8,8,0,3,3,2,3,1,3,3,2,3,1,3,3,0,4,5,3,5,5,4,4,2,3,3,2,3,1,3,3,0,7,8,1,0,3,3,1,3,7,6,1,3,6,6,3,3,10,8,3,4,5,4,4,3,6,6,1,1,2,3,2,2,-5,-6,2,3,2,2,2,1,5,6,1,2,3,2,2,1,-5,-5,0,0,0,0,0,0,-1,-1,3,3,0,3,3,0,5,4,-3,-5,-4,-4,-5,-3,-2,-1,0,0,0,0,0,0,4,3,-2,-3,-2,-2,-2,-1,-7,-7,-2,-2,-2,-2,-2,-2,6,8,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,-3,-3,-2,-3,-1,0,-6,-8,-3,-4,-6,-5,-3,-1,-5,-6,-2,-5,-10,-14,-15,-11,-13,-9,-1,-3,-2,-1,-3,-2,-3,-4,-3,-4,-4,-5,-5,-3,4,5,0,0,0,0,0,0,-6,-6,0,0,0,0,0,0,-6,-6,-1,-2,-2,-2,-2,-2,-4,-4,-3,-5,-5,-4,-4,-3,-1,1,1,2,3,3,2,1,0,-1,0,-1,-3,-2,-1,-1,-5,-8,-8,-9,-7,-3,1,3,-1,-2,0,0,3,2,1,0,-4,-3,3,3,0,-3,-6,-6,-5,-1,3,1,-4,-6,-7,-7,-1,2,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,2,5,5,3,0,-5,-8,-7,-1,2,0,-1,0,1,0,0,-2,-7,-11,-12,-7,3,9,8,0,-7,-9,-10,-9,-5,-1,0,4,4,0,0,0,0,0,0,5,5,-3,-6,-3,-3,-6,-3,-3,-5,-3,-4,-6,-5,-3,-3,-2,0,0,0
0,0,0,0,0,0,0,-3,-3,0,-3,-3,0,-3,-3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,1,3,2,1,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,2,3,2,2,2,1,0,0,1,3,2,2,3,1,0,1,3,2,1,3,2,1,3,2,0,2,3,2,2,2,4,4,3,5,5,4,4,2,0,1,1,1,3,3,2,2,5,5,2,3,5,6,4,3,1,1,3,3,5,5,4,3,7,6,1,3,2,2,3,1,3,3,2,3,2,3,2,0,5,7,3,4,5,5,4,2,2,1,2,3,1,2,3,1,7,8,1,1,3,2,2,3,6,6,2,3,5,6,4,3,8,7,3,4,5,4,4,3,7,8,2,1,2,3,1,1,-6,-7,2,3,2,2,2,1,4,5,1,2,3,2,2,1,-4,-4,0,0,0,0,0,0,0,1,3,2,1,3,2,1,6,4,-3,-5,-5,-4,-4,-3,-7,-6,0,0,0,0,0,0,3,2,-1,-1,-1,-1,-1,1,-7,-9,-2,-2,-2,-2,-2,-1,4,5,2,2,2,2,2,1,1,1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-3,-2,-1,-6,-7,-2,-4,-6,-5,-3,-2,-4,-4,-2,-5,-10,-14,-15,-12,-9,-4,-2,-3,-1,-2,-3,-1,-8,-8,-2,-4,-4,-5,-5,-3,4,5,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,-4,-4,-1,-2,-2,-2,-2,-2,-3,-3,-3,-5,-5,-4,-4,-2,-1,0,1,2,3,2,2,2,2,0,-1,-2,-5,-4,-3,-2,-9,-12,-8,-9,-7,-3,1,3,-6,-6,3,5,7,6,5,2,-5,-5,3,3,0,-3,-6,-6,0,4,2,-1,-5,-7,-9,-9,-5,-1,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,4,6,3,1,0,-2,-3,-2,-3,-2,-1,-2,-2,-1,-1,-1,-1,-4,-7,-9,-5,2,5,4,-3,-8,-9,-11,-9,-4,-1,0,5,5,0,0,0,0,0,0,5,5,-3,-6,-3,-3,-6,-3,-5,-6,-3,-5,-6,-4,-3,-3,-3,-2,0,0
0,0,0,0,0,0,0,-3,-3,0,-3,-3,0,-3,-2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,2,3,1,2,3,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-2,-2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,1,1,1,2,2,2,3,2,0,0,0,2,3,2,2,2,2,2,2,1,2,3,2,2,2,1,1,3,2,2,3,1,3,5,3,4,6,5,3,2,2,1,1,2,2,3,3,1,4,4,2,4,4,5,5,3,2,2,3,4,4,5,5,3,5,5,2,2,2,3,2,0,3,4,3,2,2,3,1,1,7,7,3,5,5,4,4,3,2,1,1,3,2,2,3,1,6,6,0,2,3,2,3,2,6,6,2,4,4,5,5,3,7,6,3,4,4,5,4,3,7,8,2,0,3,3,0,2,-5,-7,1,2,2,2,3,2,2,3,2,2,2,2,2,1,-2,-2,0,0,0,0,0,0,1,2,2,1,2,3,2,2,4,3,-3,-6,-5,-3,-4,-3,-10,-10,0,0,0,0,0,0,2,1,-1,1,1,1,1,1,-8,-10,-1,-2,-3,-2,-2,-1,2,3,1,2,3,2,2,1,1,1,0,0,0,0,0,0,-4,-4,-1,-2,-3,-2,-2,-2,-6,-7,-2,-3,-5,-6,-4,-2,-2,-2,-3,-5,-9,-15,-15,-11,-7,-2,-2,-3,-1,-2,-3,-1,-10,-11,-2,-3,-5,-6,-4,-3,4,6,0,0,0,0,0,0,-4,-4,0,0,0,0,0,0,-1,-2,-2,-2,-2,-2,-2,-1,-1,-3,-3,-4,-6,-5,-3,-2,-1,2,2,1,3,2,1,3,3,-1,-3,-4,-6,-5,-5,-4,-12,-14,-7,-8,-7,-3,1,2,-8,-7,4,8,9,7,7,4,-5,-6,3,3,0,-3,-6,-6,4,7,1,-2,-7,-9,-11,-11,-10,-5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,7,0,-2,0,1,3,4,-6,-7,-2,-4,-3,-2,-3,-2,1,0,-3,-6,-4,0,1,1,0,-3,-9,-11,-9,-4,0,0,2,2,0,0,0,0,0,0,2,2,-3,-6,-3,-3,-6,-3,-5,-6,-3,-5,-6,-4,-3,-3,-3,-2,0,0
0,0,0,0,0,0,0,-3,-3,0,-3,-3,0,-3,-1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-1,-1,2,3,2,2,2,1,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,-3,-3,1,2,2,2,2,2,3,2,0,0,0,0,0,0,1,1,1,2,2,2,3,2,0,0,1,2,2,2,2,2,3,4,2,0,3,3,1,3,2,0,1,3,2,3,3,0,3,6,3,3,6,6,3,1,3,3,2,1,2,3,2,1,3,3,3,4,3,5,6,3,2,3,3,5,5,4,4,3,4,4,3,2,1,3,2,0,3,5,3,1,3,3,0,1,8,9,3,4,6,4,3,3,4,3,1,3,2,2,3,1,3,3,0,3,3,1,3,2,6,6,3,4,3,5,6,3,5,5,3,4,4,5,4,3,5,6,3,1,2,3,1,1,-4,-5,1,2,2,2,3,2,1,2,2,2,2,2,2,2,-1,-2,0,0,0,0,0,0,2,4,2,0,3,3,1,3,2,-1,-3,-5,-6,-4,-3,-3,-12,-11,0,0,0,0,0,0,0,1,1,2,2,2,3,2,-9,-11,-1,-2,-3,-2,-2,-1,0,1,1,2,3,2,2,1,1,1,0,0,0,0,0,0,-7,-7,0,-1,-3,-2,-3,-3,-6,-6,-1,-3,-5,-6,-4,-3,-2,0,-2,-5,-10,-15,-15,-11,-6,-2,-1,-3,-2,-1,-3,-2,-10,-11,-2,-4,-5,-5,-4,-3,3,5,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-1,0,-2,-3,-4,-5,-5,-4,-2,2,4,2,2,3,2,1,2,2,-2,-5,-5,-7,-7,-6,-5,-13,-14,-8,-8,-6,-3,0,1,-5,-5,4,7,7,7,6,3,-3,-4,3,3,0,-3,-6,-6,6,9,-1,-4,-8,-11,-13,-12,-11,-6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,6,5,-3,-4,0,5,8,8,-8,-11,-3,-5,-4,-4,-5,-4,0,1,-1,-2,-2,-3,-3,-2,11,8,-9,-10,-9,-5,-1,0,-2,-2,0,0,0,0,0,0,-2,-2,-3,-6,-3,-3,-6,-3,-3,-5,-3,-4,-6,-5,-3,-3,-2,0,0,0
0,0,0,0,0,0,0,-3,-3,0,-3,-3,0,-3,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,-1,3,2,2,3,1,1,2,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,-3,-3,0,2,3,2,2,2,3,2,0,0,0,0,0,0,2,2,1,1,2,3,2,2,0,0,2,1,2,3,1,2,5,4,1,1,3,3,2,2,1,1,2,2,2,3,2,1,4,5,3,3,5,6,4,2,3,3,2,2,2,3,2,0,2,3,3,4,4,5,5,2,4,4,3,5,4,4,5,3,3,4,2,2,2,2,2,1,3,5,2,1,3,2,1,2,9,9,3,4,5,4,4,3,5,6,2,2,2,3,2,0,0,0,1,3,3,2,2,1,6,7,3,4,4,5,5,2,5,5,2,4,5,5,3,3,4,3,2,2,2,2,2,2,-2,-3,1,1,2,3,2,2,1,1,2,1,2,3,2,2,0,-1,0,0,0,0,0,0,3,4,1,1,3,3,2,2,-2,-4,-3,-4,-5,-5,-4,-3,-12,-11,0,0,0,0,0,0,-1,0,2,4,4,3,4,2,-11,-11,0,-2,-3,-2,-2,-2,-1,0,0,2,3,2,2,2,1,0,0,0,0,0,0,0,-8,-8,-1,-2,-2,-2,-3,-2,-6,-6,-2,-4,-5,-5,-4,-3,-1,0,-2,-5,-10,-14,-15,-11,-6,-4,-1,-2,-3,-1,-2,-2,-9,-11,-3,-4,-5,-5,-4,-2,3,4,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,3,2,-2,-2,-2,-3,-2,0,0,-1,-2,-4,-5,-5,-4,-3,4,8,3,1,3,3,0,2,0,-4,-6,-7,-8,-8,-7,-6,-12,-13,-8,-8,-6,-3,0,1,-1,-2,3,5,4,4,4,3,-1,-2,3,3,0,-3,-6,-6,6,9,-2,-5,-9,-13,-14,-12,-7,-2,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,3,-5,-6,0,8,12,12,-9,-15,-4,-6,-5,-5,-6,-5,-6,-4,1,2,-1,-5,-5,-4,18,15,-9,-9,-10,-6,-1,0,1,1,0,0,0,0,0,0,-6,-6,-3,-6,-3,-3,-6,-3,-1,-3,-3,-3,-5,-6,-4,-3,0,2,0,0
0,0,0,0,0,0,-2,-4,-2,0,-2,-2,0,-2,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-2,-1,2,1,3,3,0,2,2,0,0,1,1,0,1,1,2,2,0,0,0,0,0,0,-2,-2,0,2,2,1,2,1,3,3,1,1,0,1,1,0,1,1,1,2,2,3,2,1,0,0,2,2,2,2,2,2,4,4,1,2,3,3,2,1,1,1,2,3,4,3,2,2,4,4,3,3,4,6,5,2,2,3,1,2,3,2,2,1,1,3,3,3,5,6,4,2,5,4,3,5,4,4,5,3,3,3,2,3,1,2,3,1,2,3,2,2,3,3,3,2,7,9,3,4,6,5,5,3,4,6,5,4,3,3,1,0,0,0,1,2,2,1,1,1,5,6,2,3,5,6,4,2,6,5,1,3,4,3,2,2,3,3,2,3,3,3,3,2,-1,-2,1,1,1,2,1,1,0,1,2,0,3,3,1,3,2,0,0,0,0,0,0,0,4,5,1,2,3,2,2,2,-4,-6,-3,-5,-6,-6,-5,-3,-9,-8,-1,-2,-1,-1,-2,-1,0,1,2,4,4,3,4,2,-9,-10,-1,-1,-3,-2,-1,-2,-3,-2,1,2,3,3,3,3,-1,-2,0,-1,-1,-1,-1,0,-6,-7,-2,-2,-3,-4,-3,-2,-4,-3,-2,-5,-6,-4,-3,-3,-1,0,-3,-7,-11,-13,-13,-10,-9,-7,-1,-1,-2,-1,-1,-1,-7,-8,-2,-4,-5,-5,-4,-2,0,1,1,2,1,1,2,1,-1,-1,-1,-1,-1,-2,-2,-1,3,3,0,-1,-1,-1,-1,0,-3,-3,0,-2,-2,-2,-3,-2,2,5,3,2,4,4,1,2,0,-3,-5,-8,-11,-13,-12,-8,-10,-11,-8,-8,-5,-1,2,3,2,0,2,1,0,1,1,1,-1,-1,2,3,1,-2,-3,-3,2,5,1,-2,-7,-13,-16,-13,0,4,-2,-1,-1,-2,-2,-1,9,9,0,1,2,3,4,3,4,1,-5,-6,-1,5,8,8,-7,-11,-3,-5,-5,-4,-5,-5,-9,-7,0,1,-2,-6,-6,-5,12,10,-6,-5,-6,-3,0,0,3,3,0,0,0,0,0,0,-6,-6,-2,-5,-3,-2,-5,-3,-1,-2,-3,-3,-4,-5,-3,-2,1,2,0,0
0,0,0,0,0,0,-4,-5,-1,0,-1,-1,0,-1,2,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,1,1,3,2,1,3,0,-2,0,2,2,1,2,1,1,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,3,4,2,1,1,2,1,1,1,0,1,2,3,3,1,1,0,0,2,2,2,2,2,2,4,3,1,3,3,3,2,0,0,2,3,3,5,4,2,3,4,2,3,4,4,5,5,3,1,1,1,3,3,2,2,1,1,4,3,3,6,6,3,2,6,4,3,4,3,5,6,3,2,2,2,3,2,2,2,1,1,1,2,4,4,3,4,3,5,7,4,5,6,6,6,4,3,5,6,6,6,3,-1,-1,2,2,1,1,1,1,0,0,3,4,2,4,6,5,3,2,8,7,0,1,2,2,1,1,3,3,2,3,4,4,4,3,0,-1,0,0,1,1,0,1,-1,0,2,0,3,3,1,3,4,2,0,0,0,0,0,0,4,4,0,3,3,2,3,1,-6,-6,-3,-6,-6,-6,-6,-4,-7,-6,-1,-3,-3,-3,-3,-2,1,2,1,4,4,2,3,2,-7,-8,-1,-1,-3,-2,-1,-2,-5,-3,2,2,4,4,3,3,-2,-3,0,-2,-2,-2,-2,0,-4,-5,-3,-4,-4,-4,-3,-2,-2,-1,-3,-6,-5,-3,-4,-3,0,-1,-5,-9,-11,-12,-11,-8,-11,-9,-1,0,-1,-1,0,0,-5,-7,-2,-3,-6,-5,-3,-2,-2,-1,2,4,2,2,3,2,-1,-3,-2,-2,-2,-3,-4,-2,3,3,2,1,0,1,0,0,-5,-5,1,1,0,-1,-1,0,-2,1,3,2,5,4,2,3,1,-1,-4,-9,-13,-16,-16,-11,-11,-10,-6,-7,-4,1,4,4,2,0,1,-1,-2,-1,-1,0,-1,0,2,2,2,0,-1,-1,-1,2,4,1,-5,-13,-16,-13,2,7,-3,-2,-1,-3,-3,-1,4,4,0,1,2,5,7,5,1,-2,-3,-3,1,3,5,5,-7,-10,-3,-3,-4,-3,-3,-4,-8,-7,-2,-2,-5,-8,-7,-4,3,2,-3,-1,-2,0,2,0,4,4,0,0,0,0,0,0,-5,-5,-1,-4,-3,-2,-4,-2,-2,-2,-3,-3,-3,-4,-2,-1,1,1,0,0
0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,-2,-3,1,3,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,3,2,1,0,-1,1,3,3,3,2,0,0,0,1,3,2,1,3,2,3,3,1,3,3,3,2,0,0,1,3,5,5,4,4,3,3,2,3,5,5,4,4,3,0,0,2,3,2,2,2,1,3,5,3,4,5,5,4,3,5,3,3,5,3,4,6,3,1,1,2,2,2,3,2,1,0,0,3,4,4,5,5,3,3,5,4,6,8,7,6,4,2,4,7,9,8,3,-2,-2,4,4,0,0,0,0,0,0,2,2,2,5,5,4,4,3,8,7,0,0,0,0,0,0,3,5,3,3,5,6,4,3,0,-2,0,0,0,0,0,0,-1,1,2,1,3,3,1,2,6,4,0,0,0,0,0,0,2,2,1,3,2,2,3,1,-5,-5,-3,-7,-7,-7,-6,-4,-5,-3,-2,-5,-4,-4,-5,-3,1,2,0,3,3,1,2,1,-4,-5,-2,-2,-3,-2,-1,-1,-6,-5,3,3,4,4,3,3,-2,-3,-1,-3,-2,-3,-3,0,-4,-5,-3,-4,-5,-5,-3,-3,0,1,-3,-5,-5,-4,-4,-3,-2,-3,-6,-10,-11,-11,-9,-6,-11,-8,0,0,0,0,0,0,-4,-5,-2,-4,-6,-4,-3,-3,-3,-1,3,4,3,3,4,3,-2,-5,-3,-2,-3,-4,-5,-3,4,4,2,2,2,3,2,1,-7,-7,1,2,2,2,1,1,-7,-6,3,3,5,4,2,2,4,2,-3,-8,-15,-19,-18,-13,-13,-10,-5,-5,-2,2,5,5,1,-1,-1,-3,-2,-2,-3,-1,1,2,1,2,3,2,2,1,-4,-2,6,4,-3,-11,-15,-12,0,4,-2,-1,-1,-2,-2,-1,0,0,-1,-1,1,6,9,6,-4,-5,1,2,4,3,3,2,-9,-10,-1,-2,-3,-2,-2,-2,-2,-3,-6,-8,-9,-11,-10,-4,-2,-2,0,3,3,3,3,0,0,0,0,0,0,0,0,0,-3,-3,-1,-3,-2,-2,-3,-1,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0
0,0,0,0,0,0,-4,-4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,2,3,2,2,1,-2,-2,1,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,3,2,2,2,0,-1,1,3,3,2,2,1,0,0,1,2,2,2,2,2,4,3,1,3,3,2,2,1,0,1,3,4,4,5,5,3,3,2,3,6,6,3,3,3,0,0,3,3,2,3,1,0,5,7,3,4,5,5,4,3,4,2,3,5,3,4,6,3,-1,-1,1,2,3,3,2,1,1,1,2,4,5,5,4,3,4,4,4,6,7,8,6,4,4,5,6,9,9,3,-3,-3,5,5,0,0,0,0,0,0,1,1,3,6,5,3,4,3,7,7,0,0,0,0,0,0,3,4,3,4,5,5,4,3,0,-1,0,0,0,0,0,0,1,3,2,1,3,3,1,2,6,4,0,0,0,0,0,0,-1,-1,1,2,2,3,3,1,-4,-4,-3,-6,-6,-7,-6,-5,-6,-4,-2,-4,-5,-4,-4,-3,0,1,0,1,1,0,1,1,-4,-4,-2,-3,-2,-2,-2,-1,-5,-4,2,2,3,2,2,3,1,0,-1,-3,-2,-3,-3,0,-8,-8,-2,-4,-5,-5,-3,-3,0,0,-3,-4,-5,-5,-4,-2,-5,-7,-6,-8,-9,-10,-9,-5,-6,-4,0,0,0,0,0,0,-6,-7,-3,-4,-5,-4,-4,-3,1,2,2,2,2,2,3,3,-3,-6,-2,-1,-3,-3,-3,-2,5,5,1,2,3,3,2,1,-5,-5,0,1,1,0,0,1,-7,-7,2,2,3,2,1,2,5,3,-3,-7,-14,-17,-16,-13,-14,-11,-5,-5,-2,2,5,5,-1,-3,-2,-3,-1,-2,-3,-1,5,6,2,2,3,3,1,0,-3,-2,3,2,-3,-9,-10,-8,-6,-2,1,2,2,2,1,1,0,-2,-3,-4,-3,2,6,4,-6,-6,3,6,7,7,6,4,-11,-14,-2,-2,-2,-3,-2,-1,1,-1,-8,-11,-13,-15,-13,-6,2,3,0,3,3,3,3,0,-1,-1,0,0,0,0,0,0,-3,-3,-1,-2,-2,-3,-3,-1,-2,-2,-3,-3,-3,-3,0,0,0,0,0,0
